18	0
19	0
20	5
21	2
22	2
23	10
24	13
25	168
26	76
27	27
28	25
29	29
30	43
31	35
32	6
33	11
34	21
35	13
36	5
37	9
38	11
39	0
40	3
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
