1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	1
12	0
13	0
14	0
15	0
16	0
17	1
18	0
19	0
20	0
21	1
22	0
23	0
24	15
25	8
26	11
27	7
28	3
29	14
30	5
31	16
32	15
33	0
34	3
35	0
36	2
37	4
38	0
39	7
40	6
41	0
42	0
43	0
44	0
45	1
46	0
47	0
48	0
49	0
50	0
51	0
52	0
