2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	4
12	3
13	11
14	152
15	33
16	8
17	2
18	6
19	2
20	3
21	15
22	7
23	48
24	240
25	61
27	38
28	82
29	67
30	105
31	43
32	20
34	8
35	16
36	9
37	20
38	8
39	6
40	4
41	4
42	1
43	3
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
