"DOY","Ta","Tw","SoilMoistureContent","Precipitation","RunOff","deltaD","Taweek","Twweek","Dweek"
168,21.1872192382813,25.5971746354743,88.7541289312022,0.00230588046434832,0,0.00407811166670058,21.6735124860491,25.5108552787421,14.5249280183333
169,22.198388671875,27.9476933815177,84.6933930581938,0.00289619048743361,0,0.00325445500000043,21.9111310686384,26.1786458054526,14.5306349078571
170,22.389306640625,26.9418944106576,81.6060610961733,0.257002056969213,0,0.00242841833329877,22.0669538225447,26.5389194880836,14.5355262085714
171,23.1162963867188,27.3800702445869,78.6188623235091,0.0342018410037781,0,0.00160068500000143,22.1589948381697,26.5421017167855,14.5395982278571
172,24.0510498046875,28.3289773386307,75.4118538502338,0.0934872900870687,0,0.000771938333398836,22.4404192243304,27.1199323275994,14.5428479330952
173,23.7952514648438,25.5415294483481,78.6111061389529,6.66187843307853,0,-5.71366666992645e-05,22.6818219866072,27.0014106880351,14.5452729602381
174,23.081689453125,24.1963289049689,85.6305352563866,11.4921436761506,0,-0.000885845000000884,22.8313145228795,26.5619526234549,14.5468716211905
175,22.9746948242188,26.6454400838505,83.3773096199321,0.196161545318319,0,-0.00171350499999967,23.0866681780134,26.7117048303658,14.5476429083333
176,23.4367309570313,27.2384427514303,81.0481198584796,0.431215357821202,0,-0.00253942999999879,23.26357421875,26.6103833117819,14.547586497619
177,22.9015747070313,23.9837342777828,82.6651292850573,3.32851413986646,0,-0.00336294166670115,23.3367553710938,26.1877890070855,14.5467027497619
178,23.0143676757813,24.0937421385624,86.4663190484915,6.76678464515135,0,-0.00418336666660046,23.3221941266741,25.7183135633677,14.5449927088095
179,23.297509765625,26.8682570913373,84.2256793402518,0.214040437640506,0,-0.00500004499999918,23.2145455496652,25.5096392423258,14.5424580988095
180,22.9753051757813,27.051184093667,81.5466811106019,0.10150265552511,0,-0.00581232333339976,23.0974103655134,25.725304191657,14.5391013192857
181,24.1056762695313,29.0571339184655,77.9996173092068,0.135404297907371,0,-0.0066195633333006,23.2436941964286,26.4197049078708,14.5349254371429
182,24.4596801757813,27.5819188530812,76.7005853247304,1.58245202328544,0,-0.00742114500000035,23.4558349609375,26.5534875891895,14.5299341778571
183,23.898828125,25.5191593924084,90.858395849882,22.7207157877274,0,-0.00821645666670001,23.5218488420759,26.3078756807578,14.5241319147619
184,23.856591796875,25.808039916522,96.236798340858,9.99260373646393,0,-0.00900491333329967,23.6582798549107,26.5684907720063,14.5175236557143
185,23.82265625,27.1557727105065,94.045873515899,0.203612762561534,0,-0.00978594499999907,23.7737496512277,27.0059237108554,14.5101150283333
186,23.719140625,27.8756654012311,95.0458086080507,5.81790263822768,0,-0.0105590016667012,23.8339826311384,27.1498391836974,14.5019122642857
187,23.355615234375,24.4676166583221,97.4408685913483,4.52558997494634,0,-0.0113235583332987,23.8883126395089,26.7807581215053,14.4929221809524
188,24.28212890625,28.7012435117849,98.6133930728013,6.7337867221795,0,-0.0120791133333,23.9135201590402,26.7299166348366,14.4831521619048
189,23.2566772460938,26.478719504846,96.5964894574174,0.424644576924038,0,-0.0128251883333999,23.7416625976563,26.5723167279459,14.4726101366667
190,24.0229125976563,29.1407382861864,92.7730088680833,0.0547791159988265,0,-0.0135613266666006,23.7593889508929,27.0896851413427,14.4613045585714
191,24.65029296875,29.9152382693681,88.5478012670553,0.00218859845801944,0,-0.0142871049999993,23.8727748325893,27.6764277631779,14.4492443816667
192,25.2611938476563,29.4993969615802,85.2748308401027,0.206544359571126,0,-0.0150021233334012,24.0782802036831,28.011231227617,14.4364390364286
193,24.3513427734375,25.2172586938969,87.7776803085195,4.60227420262527,0,-0.0157060050000002,24.168594796317,27.6314588408549,14.422898405
194,25.36171875,30.223671148104,84.0330323936176,0.0270281276470996,0,-0.0163984066665996,24.4551810128348,28.4537523393952,14.4086327952381
195,25.6369873046875,30.3844963594913,80.355406072222,0.196560517906619,0,-0.0170790083334005,24.6487322126116,28.6942170319247,14.3936529147619
196,25.0737548828125,26.4858148923645,82.2582477739649,4.44826255261432,0,-0.0177475199999986,24.9083147321429,28.6952306587131,14.3779698440476
197,24.4646240234375,25.4440002412609,84.2355745451466,3.91499015677255,0,-0.0184036816666016,24.9714163643973,28.1671252237237,14.3615950083333
198,25.135400390625,29.0933314505789,81.0917405218723,0.0192489650885364,0,-0.0190472533333992,25.0407174246652,28.0497099638967,14.3445401514286
199,24.7959838867188,30.0625680593963,76.8975973930085,0.00878530670433975,0,-0.0196780333332995,24.974258858817,28.1301629778704,14.3268173073809
200,24.6396118164063,29.7354395602779,72.4802640596752,0,0,-0.0202958350000007,25.0154401506697,28.7756173873534,14.3084387733333
201,24.988671875,30.1472110669965,68.223676458274,0.000118597898168815,0,-0.0209005116666994,24.9621477399554,28.7646945186238,14.2894170814286
202,24.9723754882813,29.9969794667876,63.9515903667212,0.000870862670865336,0,-0.021491928333301,24.8672031947545,28.7093349625232,14.2697649723809
203,24.8672119140625,29.6142404269483,59.9318390557312,0.007559100367871,0,-0.0220699916666991,24.8376970563616,29.1562528960352,14.2494953673809
204,25.3028198242188,30.0897866228579,55.994933771973,2.76521916475758e-05,0,-0.0226346149999994,24.9574393136161,29.8199366648348,14.2286213433333
205,25.81142578125,30.5869963238391,52.3799823205124,0.000130643640350314,0,-0.0231857550000001,25.0540143694197,30.0333173610148,14.2071561047619
206,26.4961181640625,31.2473661783952,48.8988544961803,0.00175689915948851,0,-0.0237233750000012,25.2968906947545,30.2025742351575,14.1851129602381
207,27.1531616210938,31.018519473484,46.3275796577396,0.485236978420289,0,-0.0242474699999988,25.6559692382813,30.3858713656155,14.1625052964285
208,25.637841796875,26.3556100432592,47.6404036680875,2.69762294919929,0,-0.0247580583333011,25.7487077985491,29.8442140765102,14.1393465545238
209,25.6206298828125,27.3142239745472,48.8464907180579,3.45349508279469,0,-0.0252551666666996,25.8413155691964,29.4609632919044,14.1156502071428
210,25.2648559570313,27.0706036730661,50.4576569691314,4.19296920881607,0,-0.0257388583333,25.8981218610491,29.0975866127784,14.0914297359524
211,25.4695678710938,27.1407579623798,50.6581911110677,1.80016795638949,0,-0.0262092016667008,25.9219430106027,28.6762968041387,14.0666986095238
212,26.4641357421875,30.7042936162266,47.8371410772446,0.0420330081851716,0,-0.0266662883332991,26.0151872907366,28.693053560194,14.0414702640476
