"DOY","Ta","Tw","SoilMoistureContent","Precipitation","RunOff","deltaD","Taweek","Twweek","Dweek"
313,9.18782958984377,11.7123488651129,100,1.48702993101324,0.00402993101323545,-0.0302304416665997,7.61138741629467,8.75984983122172,10.5880123480952
314,5.95403442382815,7.80559136358728,100,3.20235376420897,2.15835376420895,-0.0298454983333993,7.29613211495538,8.35391587118398,10.5570826566667
315,6.34914550781252,8.72412412774157,99.3305509960528,0.189826494079171,0,-0.0294458883333011,7.23815743582591,8.68873700566205,10.5265099323809
316,10.320947265625,12.6659334243296,98.3947753321322,0.0213365041190627,0,-0.0290313633332993,7.56180507114957,9.41957275023652,10.4963082897619
317,11.2435241699219,13.6074444100784,99.2031261293852,2.66152619587956,0,-0.0286016866667005,8.25024675641743,10.3446197271156,10.4664921119048
318,4.6437927246094,7.39562928960183,99.0419333447897,1.00621082310681,0,-0.0281566383333001,7.8567095075335,9.91603406061422,10.4370760409524
319,4.66646728515627,6.42436042233331,98.4726110974289,0.0960166289587505,0,-0.0276960099999997,7.48082013811386,9.7622045575407,10.4080749657143
320,8.38533935546877,11.4987175017902,97.8264450110551,0.620750870439224,0,-0.0272196216666991,7.36617867606029,9.73168579135174,10.3795040076191
321,10.4379516601563,11.6900151613424,97.6604797150257,0.629052055955981,0,-0.0267273016666998,8.00673828125002,10.2866034767453,10.3513785061905
322,10.0524536132813,10.422646466334,97.4524827409742,0.00400453892268615,0,-0.0262189100000008,8.53578229631699,10.5292495251157,10.3237140016667
323,10.1668640136719,9.68628083878279,98.1960013899343,1.11527797344024,0,-0.0256943216666006,8.51377040318083,10.1035848700376,10.296526217381
324,11.2169738769531,10.8882090301204,98.8723944186323,1.0145895430469,0,-0.0251534399999986,8.50997750418529,9.7151226729007,10.2698310397619
325,14.9226318359375,12.4126394006752,100,16.289739869535,14.5983314974834,-0.0245961950000009,9.97838309151788,10.431838403054,10.2436444969048
326,13.5289245605469,13.0259788412464,100,3.13089294650126,3.02689294650125,-0.0240225449999993,11.2444484165737,11.3749267486131,10.2179827347619
327,8.10305175781252,7.52599324531535,100,1.63871864060638,1.29871864060638,-0.0234324716667,11.2041216169085,10.8073947119738,10.1928619940476
328,4.98281250000002,6.73741569047068,99.5152965386406,0.103944807960943,0,-0.0228260000000002,10.4248160226005,10.0998805018493,10.1682985821429
329,7.60665283203127,9.90974399552249,99.4089080618076,1.01441728475038,0,-0.0222031700000009,10.0754159109933,10.0266087203048,10.144308847381
330,2.84795532226565,5.17903640633738,99.0328301132041,0.348883077094797,0,-0.0215640716666989,9.02985752650671,9.38271665852684,10.1209091483333
331,2.41817626953127,1.81888647141482,99.4908482509883,0.790027206676314,0,-0.0209088200000007,7.77288643973216,8.08709915014033,10.0981158235714
332,4.17009887695315,5.33467698682947,99.740331425414,0.978224761638558,0,-0.0202375666665997,6.2368103027344,7.07596166244808,10.07594516
333,7.64852294921877,6.74487321322734,99.9105618339321,0.264345612777106,0,-0.0195505033333703,5.39675292968752,6.17866085844536,10.0544133595238
334,8.25270996093752,10.4045730676256,99.2553064765651,0.190116963949549,0,-0.0188478583333289,5.41813267299109,6.58988654734683,10.0335365038095
335,14.5903259277344,15.1576113500207,100,7.30090978322551,5.62786949807312,-0.0181298950000013,6.79063459123886,7.79277164156826,10.0133305202381
336,5.9570251464844,7.471143911715,100,1.54971166921314,0.744711669213132,-0.0173969216666698,6.55497349330359,7.44440020102433,9.99381114357142
337,0.532281494140648,2.18681954269583,100,1.32398481582641,0.67198481582642,-0.0166492766666604,6.22416294642859,7.01694064907554,9.97499388047619
338,2.61565551757815,2.35024102869668,100,2.66497918346431,2.39597918346431,-0.0158873499999999,6.25237426757815,7.09284844297295,9.9568939702381
339,0.980126953125023,2.91635192261992,100,1.59202318172902,0.851023181729005,-0.0151115599999994,5.79666399274556,6.74737343380015,9.93952634666667
340,1.54598388671877,2.44674796468704,99.8672747633065,0.274912144959671,0,-0.0143223700000004,4.9248726981027,6.13335554115154,9.92290559928571
341,6.9616638183594,7.41321020615858,100,15.5946298036724,15.2525419486321,-0.0135202799999998,4.74043753487726,5.70601798951339,9.90704593452381
342,10.8371520996094,10.3722444942444,100,59.7667240072042,59.7667240072042,-0.0127058283333401,4.20426984514511,5.02239415297392,9.89196113642857
343,2.58059082031252,3.18248556522613,100,4.83417788927909,4.44817788927909,-0.0118795949999999,3.72192208426342,4.40972867490408,9.87766452785714
344,2.95491943359377,2.67141481454195,100,3.19065075018443,2.88165075018443,-0.0110421883333292,4.068013218471,4.4789565708821,9.86416893190476
345,2.04534301757815,4.52273851171672,100,3.83986807719339,2.91586807719338,-0.0101942600000005,3.98654000418529,4.78931335417068,9.85148663452381
346,1.13286743164065,3.87741806132169,100,4.82357427245006,3.90657427245006,-0.00933648666667075,4.00836007254467,4.92660851684236,9.83962934761905
347,1.12703857421877,3.94669380697483,100,4.40345102106221,3.45145102106221,-0.00846958500000028,3.94851074218752,5.14088649431204,9.82860817285714
348,2.4453063964844,5.81255361717202,100,4.98267654620577,3.83867654620576,-0.00759429999999917,3.30331682477681,4.91222126731396,9.81843356666666
349,2.14507446289065,3.12336092801903,100,2.68528001470258,2.11728001470257,-0.00671139666665965,2.0615914481027,3.87666647213891,9.80911530785714
350,6.89858398437502,9.64526669916957,100,6.93694819347002,5.66794819347001,-0.00582167666667033,2.67844761439734,4.79992091984512,9.80066246595238
351,1.95354614257815,4.68231601723029,100,2.46166819124483,1.49466819124481,-0.00492596166666992,2.5353942871094,5.08719252022916,9.79308337071428
352,0.422723388671898,0.83070262606947,100,1.24207790577202,0.896077905772017,-0.00402508833333037,2.30359148297993,4.55975882227956,9.78638558571429
353,5.52999267578127,5.67645692242465,100,29.8157625366002,29.7517625366002,-0.00311991666666955,2.93175223214288,4.81676437386569,9.78057588214286
354,1.2560974121094,3.12729214967892,100,3.66560925613157,3.02460925613158,-0.00221132000000068,2.9501892089844,4.69970699425199,9.77566021642857
355,-3.15424194335935,-4.78308355048595,100,5.74395344301593,0,-0.0013001883333299,2.15025373186386,3.18604454172943,9.77164370952381
356,-2.63638916015623,-5.42136447329493,100,3.16292607749347,0,-0.000387411666670445,1.46718750000002,1.96536948439886,9.76853062904762
357,0.0266662597656477,1.62473183905857,100,2.05402848223457,4.15902276568204,0.000526110000000912,0.485484967912969,0.819578790097289,9.76632437523809
