"DOY","Ta","Tw","SoilMoistureContent","Precipitation","RunOff","deltaD","Taweek","Twweek","Dweek"
1,6.6,5.15352303805954,87.02,0,0,0.0086916549999998,6.64285714285714,4.71456938572443,9.78804837333333
2,7,5.89295887941228,85.8006666666666,0,0,0.00956333833332934,6.68571428571429,4.84836365277339,9.79496093880952
3,5.9,5.66838887782848,84.7013333333333,0,0,0.0104263133333404,6.5,5.08021932462849,9.80275867119048
4,6.3,5.21951230234456,83.3206666666666,0,0,0.011279848333329,6.37142857142857,5.08158729241137,9.81143446
5,7.3,6.37825418973345,81.7486666666666,0,0,0.0121232400000011,6.25714285714286,5.08025777721593,9.82098041119048
6,6.5,4.36923807860934,80.066,0,0,0.0129558233333302,6.48571428571429,5.34808254745409,9.83138787476191
7,4,1.79490208491975,78.2593333333333,0,0,0.0137769566666694,6.22857142857143,4.9252539215582,9.84264747119047
8,5.9,3.70667652317667,77.036,0,0,0.0145860466666701,6.12857142857143,4.71856156228922,9.85474912357143
9,6.1,5.48716246188298,75.9393333333333,0,0,0.0153825266666594,6,4.66059064549932,9.86768208857143
10,3.4,2.43163930503031,74.054,0,0,0.0161658733333407,5.64285714285714,4.19819784938529,9.88143499071429
11,3.8,2.98306458979742,72.732,0,0,0.0169356016666597,5.28571428571429,3.87870531902142,9.89599585761905
12,5.1,3.94372736099843,71.4793333333333,0,0,0.0176912599999994,4.97142857142857,3.53091577205927,9.91135215595238
13,4.4,3.09537047525789,69.792,0,0,0.0184324433333405,4.67142857142857,3.34893468586621,9.92749082857143
14,3.8,2.63635552750568,68.7993333333333,0,0,0.0191587833333298,4.64285714285714,3.46914232052134,9.94439833357143
15,4,3.42298615795626,67.974,0,0,0.0198699466667005,4.37142857142857,3.42861512548985,9.96206068142858
16,2.2,2.51785186935213,66.5886666666666,0,0,0.0205656483332994,3.81428571428571,3.00442789798545,9.9804634752381
17,5,3.32831200039106,65.0025246266666,0,0,0.0212456333333009,4.04285714285714,3.1325239973227,9.99959194904762
18,5.5,4.40365937382673,63.7460258256332,0,0,0.0219096899999993,4.28571428571429,3.33546610932688,10.0194310069048
19,6.3,5.34761544479435,62.6476818006575,0,0,0.022557641666701,4.45714285714286,3.53602154986916,10.0399652621429
20,5.4,4.85152691136916,61.1422580069877,0,0,0.0231893466666993,4.6,3.78690104074219,10.061179075
21,5,4.85797374950471,59.525656705283,0,0,0.0238047049999999,4.77142857142857,4.10427507245634,10.0830565909524
22,6,5.21332155010317,58.3238336964033,0,0,0.0244036433333008,5.05714285714286,4.36003727133447,10.1055817778571
23,5.7,4.98445263150524,57.3819037822064,0,0,0.0249861249999999,5.55714285714286,4.71240880878492,10.1287384614286
24,5.1,5.77664701736577,58.9843226132455,3.5,0,0.0255521449999989,5.57142857142857,5.06217095406702,10.1525103609524
25,5.9,5.22640829771056,57.5952418157036,0,0,0.0261017300000006,5.62857142857143,5.17970651462185,10.1768811233333
26,5.3,4.17313354138301,56.4974765066963,0,0,0.0266349316667007,5.48571428571429,5.01192338556309,10.2018343557143
27,5.5,4.8580156593398,55.0793898463782,0,0,0.0271518316665986,5.5,5.01285034955889,10.227353657381
28,3.7,3.32469677857467,53.7497733754866,0,0,0.0276525349999996,5.31428571428571,4.79381078228317,10.2534226490476
29,4.2,4.503264063899,52.7806649615266,0,0,0.0281371766667,5.05714285714286,4.69237399853972,10.280025002619
30,2.9,1.39165711461352,51.7730820674111,0,0,0.0286059033333004,4.65714285714286,4.17911749612662,10.3071444673809
31,2.9,2.52088054952023,50.6868828056368,0,0,0.0290588950000004,4.34285714285714,3.71400800072011,10.3347648964286
32,5.9,4.75152209098395,49.5601134008675,0,0,0.0294963399999997,4.34285714285714,3.64616711404488,10.3628702697619
33,5.8,4.21381436643561,48.7859844295459,0,0,0.0299184516667008,4.41428571428571,3.65197866048097,10.3914447173809
34,7.4,7.92058348031933,47.7370857643107,0,0,0.0303254566667004,4.68571428571429,4.08948834919233,10.42047254
35,8.8,8.3927037681431,46.623856924287,0,0,0.0307175933332999,5.41428571428572,4.81348934770211,10.4499382280952
36,8.1,7.97720931180722,45.7468621755411,0,0,0.0310951199999998,5.97142857142857,5.30976724026042,10.4798264795238
37,8.3,7.76514555779483,45.0821602681305,0,0,0.0314582950000002,6.74285714285714,6.22026558928633,10.5101222154762
38,8.2,7.82099581354114,43.8946961666679,0,0,0.0318073983332994,7.5,6.97742491271788,10.5408105947619
39,5.8,4.54453940562957,43.6866232809163,1,0,0.0321427149999991,7.48571428571429,6.94785595766726,10.571877027619
40,5,5.85165245578625,46.8049388499899,5.5,0,0.0324645316667009,7.37142857142857,7.18183282757449,10.6033071861905
41,6.5,8.09725068401091,45.2758214977607,0,0,0.0327731450000002,7.24285714285714,7.20707099953043,10.6350870145238
42,2,0.517692691446562,52.3355872259724,11,0,0.0330688583332996,6.27142857142857,6.08206941714521,10.6672027378571
43,2.1,1.85515587102307,53.6290983182409,2.5,0,0.0333519733333993,5.41428571428571,5.20749035417605,10.6996408688095
44,4.7,5.88803354633838,52.3913387290559,0,0,0.0336228016666009,4.9,4.93933149539655,10.732388215
45,3.3,3.51669828066706,65.509661750734,21,0,0.0338816433333999,4.2,4.32443184784312,10.7654318819048
46,5.3,8.39100652068308,65.7103284174007,2.5,0,0.0341288133333002,4.12857142857143,4.87392714999362,10.7987592771429
47,6.8,8.10288527729233,64.2870427038798,0,0,0.0343646149999994,4.38571428571429,5.1955318387802,10.8323581128571
48,10,10.3106683875127,63.0488742614031,0,0,0.0345893533333008,4.88571428571429,5.51173436785188,10.8662164069048
49,9.1,9.82823133748617,100,76.5,18.4153113921047,0.0348033349999994,5.9,6.84181131728611,10.9003224833333
50,6.1,5.27780889457691,98.6246666666667,0,0,0.0350068533333996,6.47142857142857,7.33076174922237,10.9346649711905
51,7,4.78445865709951,98.552,1,0,0.0352002100000011,6.8,7.17310819361682,10.9692328030952
52,7.1,7.3037653102402,97.1366666666667,0,0,0.0353836933332996,7.34285714285714,7.71411776927013,11.0040152135714
53,6.5,8.7853862608085,95.6533333333334,0,0,0.0355575849999994,7.51428571428571,7.77045773214519,11.0390017342857
54,8.4,10.8114955745981,94.0326666666667,0,0,0.0357221699999997,7.74285714285714,8.15740206033173,11.0741821914286
55,11.4,11.1627513169443,93.08,0,0,0.0358777183333014,7.94285714285714,8.27912819310767,11.1095467007143
56,14.1,14.9745521207892,90.4893333333333,0,0,0.0360244966667,8.65714285714286,9.01431687643668,11.1450856616667
57,7.2,7.76414187845887,88.3093333333333,0,0,0.0361627616666986,8.81428571428571,9.36950730270553,11.180789752381
58,10.4,12.6682688546492,86.162,0,0,0.0362927683333005,9.3,10.4957659023555,11.2166499228571
59,4.9,3.31252105170463,100,30,8.80699999999999,0.0364147533333004,8.98571428571429,9.92558815113611,11.252657387619
60,5.8,5.44843536260397,100,10.5,9.76400000000001,0.0365289549999996,8.88571428571428,9.44888087996404,11.2888036195238
61,6.8,7.19072745963888,98.646,0,0,0.0366356000000003,8.65714285714286,8.93162829211272,11.3250803414286
62,4.4,7.40711799873802,96.344,0,0,0.036734899999999,7.65714285714286,8.39510924665468,11.3614795178571
63,4.6,6.42243190517583,94.106,0,0,0.0368270666667012,6.3,7.17337778728134,11.3979933471428
64,7.4,9.72504554854135,91.87,0,0,0.0369122966666993,6.32857142857143,7.45350688300741,11.4346142528571
65,9.3,11.5425230496931,89.824,0,0,0.0369907749999996,6.17142857142857,7.29268605372797,11.4713348738095
66,4.5,3.13019095901184,100,28,12.249,0.0370626833332999,6.11428571428571,7.266638897629,11.5081480561905
67,6.9,10.0450859762888,98.8433333333333,0.5,0,0.0371281916667012,6.27142857142857,7.92330327101254,11.5450468438095
68,7.4,10.4158314738044,96.7286666666667,0,0,0.0371874533332992,6.35714285714286,8.38403241589333,11.5820244676191
69,6.2,8.96883425167959,94.4153333333333,0,0,0.0372406233333002,6.61428571428571,8.60713473774213,11.6190743376191
